用户名,UID,IP归属地,楼层,时间,评论内容
量产型妖精爱莉1号,234831084,河北,6608,2025-06-17 21:44:03,素裳的脸希儿的衣服白露的背景和心海的鱼，我承认这机会元素挺多，但唯独感觉没有一点海瑟音本人的感觉，就连之前PV和资料里铺垫这么多的小提琴元素也一点没有，这真的还是海瑟音吗？感觉都不是一种气质了
师傅帅,406254172,浙江,6484,2025-06-17 21:03:58,这是？
玖柒呀qwq,403933313,福建,6472,2025-06-17 21:00:06,海瑟音好好看！！！！！（其实感觉还是描述戳我了，但是建模确实也还可以）还有，瑟希斯会出角色吗喵喵喵
喵帕斯☆,8146960,河南,6420,2025-06-17 20:41:47,阮梅的发型，黄泉的脸希尔的衣服，灵砂的手你就是拼好人？
陈正正72,243817802,江苏,6403,2025-06-17 20:37:24,
颲疾,5138097,广东,6382,2025-06-17 20:30:03,衣服设计有既视感，是不是好久没创新了
兰芭丝特,184627225,重庆,6371,2025-06-17 20:26:58,这立绘真不如差分宇宙buff和PV 感觉气质都变了 那把巨有辨识度小提琴也神秘失踪 一整个缝合 和那刻夏的一样敷衍
元谋人之王King,438224570,湖北,6367,2025-06-17 20:25:50,故人之姿
屑抵星穹,207766557,山东,6358,2025-06-17 20:22:49,
诗和远方sth,340071374,江苏,6319,2025-06-17 20:06:51,除了音，海和瑟都在立绘中体现了。
小三月可爱,381658818,安徽,6298,2025-06-17 20:00:42,小鱼苗
wv璃vw,323438705,广西,6077,2025-06-17 18:54:56,我嘞个拼好人
螺丝团子,227781896,陕西,6030,2025-06-17 18:41:33,啊？物理虚无，虽然崩铁角色的颜色和属性不一定能对得上，但这物理是真没想到啊
蚀宝呢,296151687,浙江,5881,2025-06-17 18:07:58,海瑟音之死
阿段在这里,80469093,天津,5767,2025-06-17 17:38:02,人山人海啊
门无法从这一侧打开,347396350,江苏,5620,2025-06-17 17:04:42,"海瑟音立绘上的文字：
愿下一场欢宴永不落幕。
May the next feast be eternal."
幼鱼弦微,276071437,江西,5570,2025-06-17 16:53:51,素裳，你怎么穿着希儿的衣服
公之视蝶孰与黄泉太后,382218346,广西,5569,2025-06-17 16:53:44,呀，希儿真美
雪寂江寒,292711241,江西,5567,2025-06-17 16:53:26,计划有变，兄弟们
亓亓莯,203042629,广东,5556,2025-06-17 16:50:29,李素裳穿希儿的衣服，用着灵砂的姿势白露的背景
取什么名字啊好烦,403494077,江苏,5476,2025-06-17 16:32:42,总感觉哪里怪怪的，感觉很像什么东西，但又不是很对味儿，奇怪
HoRoes,199016038,山东,5326,2025-06-17 15:58:44,
Joker568,320917480,浙江,5311,2025-06-17 15:56:22,不是因该用伊甸模型吗，这明明是李素裳加灵砂
吾乃黑丝阿符,73838412,河北,5279,2025-06-17 15:49:56,
朱赤墨红,253898539,浙江,5243,2025-06-17 15:42:41,海瑟音死亡原因——海瑟音的死亡原因是她无法接受自己即将加入DOT队的命运，选择了自杀。这一选择反映了她对未来的恐惧和对DOT队的抵触情绪。
陵游空青,310597265,山东,5145,2025-06-17 15:22:46,刚看到这个，幻视
思思收拾收拾睡觉秘密,318079214,辽宁,5119,2025-06-17 15:18:49,虽然说细看的话，脸确实和其他的不一样，但是真的有种灵砂素裳加希儿融合的感觉
念往恋雪,338848948,云南,4974,2025-06-17 14:55:18,拼好人？
派蒙食用菜谱,344485651,江苏,4967,2025-06-17 14:54:01,
日历er,289805154,江苏,4932,2025-06-17 14:48:35,设计师可以裁了
佋行者,310837581,湖南,4891,2025-06-17 14:43:06,真难看
狺皓,332008806,福建,4802,2025-06-17 14:29:16,素裳偷穿希儿衣服并使用白露的背景（bushi
知更小鸟INSIDE,289527760,福建,4634,2025-06-17 14:08:29,另起炉灶！另起炉灶！
S范小花7,327254151,北京,4633,2025-06-17 14:08:27,
白厄酱,338304233,海南,4630,2025-06-17 14:08:10,你游立绘是越来越凑了。
用心的昵称987,447998185,山东,4615,2025-06-17 14:05:55,报看
Z梦落花Z,184528866,安徽,4545,2025-06-17 13:59:13,下版本三个角色看来是得跳过了
晴雨蓝白,370913751,江苏,4480,2025-06-17 13:52:31,
白天唉,264632831,新疆,4216,2025-06-17 13:28:48,磷妖战士海问香
渔织剥,400711250,重庆,4136,2025-06-17 13:23:14,。。。破洞嗨丝吗，有意思
亲抱抱举高高,81313944,江西,4032,2025-06-17 13:16:55,是dot辅还行，是dot手等于鹅二代
绝恋之翼,171038424,上海,3831,2025-06-17 13:06:13,素裳抢了希儿的衣服白露的背景摆着灵纱的姿势化名海瑟音，到了翁法罗斯来当黄金裔（🐶🐶🐶🐶）
WJJA,153950768,新疆,3822,2025-06-17 13:06:01,
诚诚丶,34218533,辽宁,3672,2025-06-17 12:59:01,真够敷衍的
托卡马克与激光聚变,314542729,北京,3665,2025-06-17 12:58:38,等等，“为天外的英雄”？所以下一周目是海瑟音迎接开拓者？
千穎,252804008,吉林,3618,2025-06-17 12:56:21,怎么跟差分里的不一样啊
不知道取啥名会独特,336550447,四川,3594,2025-06-17 12:55:26,只有我关注为啥这个色调居然是物理属性吗哈哈哈哈
紫衣雪,336399229,山东,3571,2025-06-17 12:54:47,素裳你也两个同位体吗（开玩笑，但是长得真的好像）别到时候，刻律德拉也真的跟符华有几分相似，就好玩了orz
是小星同学吖,363520355,广东,3565,2025-06-17 12:54:35,物理，虚无
ERA世纪,334086824,河南,3538,2025-06-17 12:53:43,"愿下一场欢宴永不落幕。
May the next feast be eternal."
爆米花丫,328502939,山东,3483,2025-06-17 12:51:58,这都是爷在翁法洛斯第几个绰号了，白厄叫搭档，缇宝叫小灰，风堇叫灰宝，赛飞儿好像叫灰子，海瑟音叫灰色小鱼苗
碧千麟,349455624,江西,3472,2025-06-17 12:51:31,比起李素裳，我怎么感觉有种后崩芽衣的味道？
甜美的微笑,285972073,山西,3423,2025-06-17 12:49:55,老婆
看_是她,22862719,浙江,3419,2025-06-17 12:49:50,像希儿和素裳生的
炫音&流光,76358743,辽宁,3342,2025-06-17 12:47:27,还有没有人记得林朝雨（符华的徒弟），其实发色也蛮像的
叶Yeah,317374086,辽宁,3281,2025-06-17 12:45:23,不是怎么能看出好多角色的影子
殇火w,284584491,重庆,3262,2025-06-17 12:44:45,"海瑟音立绘上的文字：
愿下一场欢宴永不落幕。
May the next feast be eternal.
The text on Hysilens&#39;s splash"
景未至,361128094,湖南,3189,2025-06-17 12:42:33,这个袖子...实机一定要好看啊，不要实心蓬蓬袖求求
非酋堂堂主,281046454,北京,3063,2025-06-17 12:39:17,希儿和李素裳背着我干了什么好事
闲鱼逍遥,81989231,河南,3054,2025-06-17 12:39:01,感觉像缝合怪
天命煌月,43171747,重庆,2951,2025-06-17 12:36:38,物理虚无？又可以打铁了
1nferno,361930000,北京,2929,2025-06-17 12:36:07,"是不是八月份进卡池？
每个夏天出虚无吗 第一年卡芙卡 第二年椒丘 
我和虚无的夏天"
是风光呀,292789949,云南,2798,2025-06-17 12:33:44,《拼好人》一眼上去全是熟人
七字鸭,358521995,广东,2723,2025-06-17 12:32:27,李素裳加希儿？
踏破时空的思恋,286305288,山东,2521,2025-06-17 12:29:16,石见舞菜香，邻家天使（稚名真昼）
砂宝是我傻宝,370287931,浙江,2496,2025-06-17 12:28:58,毁灭虚无诶
琴理酱最高城,425128567,湖南,2363,2025-06-17 12:27:22,太好了，我们dot玩家有救了。
宣明1326,353174885,江西,2250,2025-06-17 12:25:52,dot都是成熟的大姐姐哦
常歪玩家,416130515,广东,2232,2025-06-17 12:25:39,这美丽的眼神，这美丽的面庞，姐姐你好美
剑落星河裂星痕,388296020,安徽,1918,2025-06-17 12:21:04,物理虚无？DOT队又要站起来了？
爱戴因一辈子,280204621,四川,1904,2025-06-17 12:20:54,脸像灵砂，头发像素裳，配色像希儿，配音是岳母大人
帝国元首htl,299167426,湖北,1895,2025-06-17 12:20:46,岳母的cv！！
空港城,295963829,福建,1857,2025-06-17 12:20:14,感觉像灵砂
诸天云沭,385550515,安徽,1847,2025-06-17 12:20:03,你们知道的
超厉害的小樱狐,4834696,陕西,1743,2025-06-17 12:18:31,篮色的灵砂
碎君君,293139279,新疆,1685,2025-06-17 12:17:46,珊瑚宫素裳
我的阿刃老婆可爱捏,354412120,安徽,1676,2025-06-17 12:17:40,好像李素裳
r枫,222213278,广东,1664,2025-06-17 12:17:27,够浪漫吧？
该用户违规昵称,116083218,广东,1662,2025-06-17 12:17:27,见面如故
我将超级有钱,438902108,山西,1652,2025-06-17 12:17:17,我的妈
谢时,280746295,江苏,1645,2025-06-17 12:17:09,有点素裳希儿灵砂综合体的感觉
亡树,287755442,北京,1587,2025-06-17 12:16:16,素裳和阮梅喝醉了，孩子却穿着希儿的衣服
烟烽,272100960,广东,1502,2025-06-17 12:15:12,阿格莱雅发力了
丘山不是秋,373909789,山东,1467,2025-06-17 12:14:32,看到这个立绘，突然就想入坑DOT队了
神尾观铃air,254940580,河南,1361,2025-06-17 12:13:04,没错，难道说。我们的黑天鹅要起飞了
曜丶玥,289152915,河南,1358,2025-06-17 12:12:57,重铸dot荣光
埃文斯8,201164641,福建,1357,2025-06-17 12:12:57,太好了竟然是海瑟音我们dot队有救了
晓天sin,383906296,湖南,1354,2025-06-17 12:12:56,愿下一场盛宴永恒
贰e拾,375950482,河南,1352,2025-06-17 12:12:55,啊
玊尔天成,194869380,江西,1351,2025-06-17 12:12:55,素…素裳是你吗
欲买桂花何不醉酒,234997633,江苏,1346,2025-06-17 12:12:47,愿下一场盛宴永恒
星辰大海之旅行者,376064811,广东,1341,2025-06-17 12:12:43,海大枕头
笛中客,371663024,黑龙江,1314,2025-06-17 12:12:12,希海
碎冰帝,380234497,江苏,1232,2025-06-17 12:10:35,神秘出手女，卡芙卡要站起来了吗？
羽落祝,286615444,江苏,1069,2025-06-17 12:07:10,小李子，你怎么穿着希儿的衣服
极星灵JXL,307162922,四川,1046,2025-06-17 12:06:39,海瑟音be like
丨谷羽,103468622,辽宁,785,2025-06-17 12:03:22,灰色的小鱼苗，嘿嘿，要被钓翘嘴了
阳光帅T123,370699038,河南,691,2025-06-17 12:02:39,大薇？！！！！！好好好
蘅芷哒哒哒,314643723,浙江,683,2025-06-17 12:02:36,没有腿环所以特地设计了破洞丝袜吗
小爱是企鹅,333023583,吉林,632,2025-06-17 12:02:14,李素裳？？？？
mq枫pm,406846103,陕西,488,2025-06-17 12:01:38,杀神来了
喵枟,257642548,北京,312,2025-06-17 12:01:07,所以，我出手了
苟富多,332048865,湖北,254,2025-06-17 12:00:59,老婆！！！结芬
故时江边雪,335104577,湖北,217,2025-06-17 12:00:53,真好看
荡着秋千写信,318738041,北京,60,2025-06-17 12:00:35,"#大海洋音音🎼人美声甜
#海瑟音❤️沧海遗珠
#海瑟音🎵🎵以一敌万
#海瑟音女人中的女人
#海瑟音首次回应进dot队传闻
#卡芙卡黑天鹅被拍到正在做法混沌回忆
#卡芙卡黑天鹅被拍到正在做法虚构叙事
#卡芙卡黑天鹅被拍到正在做法末日幻影
#音音我们来接你回家啦"
遐蝶味芋泥小蛋糕,383370013,河北,58,2025-06-17 12:00:35,1
周小末123,278785962,浙江,10,2025-06-17 12:00:28,第一
死奕,371654768,浙江,7088,2025-06-18 02:57:00,海瑟音怎么长这样，和我印象中的完全不像，我看模拟宇宙里的不是拿了个小提琴吗，而且衣服也不太像
悠悠苍天亮,449790819,广东,1318,2025-06-17 12:12:15,我要给她挂负面了
一树槐花,288646089,江西,538,2025-06-17 12:01:53,你疯狂刷新的样子真的很狼狈
Scarlike,434083995,湖北,7090,2025-06-18 03:09:15,和我想象的海瑟音差别好大……以为至少会是差分宇宙出现中的这种形象和气质
软糯丰川祥,321132337,安徽,6986,2025-06-18 00:47:55,服设也太单一了吧，都是这种版型，隔壁zzz就很丰富啊
糖炒甜甜花,390271735,安徽,6343,2025-06-17 20:17:41,感觉没达到预期，遂画
想回太一梦睡觉,332711885,广西,2832,2025-06-17 12:34:15,希望建模不要那么难绷
你们是真能起昵称啊,295181075,宁夏,1315,2025-06-17 12:12:13,好看
PM桃可噗,401025673,安徽,406,2025-06-17 12:01:22,我们dot队又要起来了
梁晓成,282630651,贵州,8385,2025-07-14 14:34:58,我要做勇敢的决定了，跳过人生！丹恒我只等你
山凤岚,374526481,广西,8376,2025-07-12 03:26:21,哇塞，梦见月同款配音
老番茄promax,341008231,,8373,2025-07-09 18:39:40,孩子们，我是因为挂超模裂伤才被限制数值的
NLFMgGOkUQkgs,197628528,,8368,2025-07-07 21:54:20,﻿@崩坏星穹铁道 ﻿ 跪求复刻藿藿！！！
南宫天泽,396851188,浙江,8353,2025-07-04 18:24:38,但还是很好看
海拉尔大陆77号勇者,245528584,,8348,2025-07-03 21:58:35,想在海瑟音小腹的大鱼缸里养小鱼苗了
asfnoqw,284007855,北京,8331,2025-07-02 17:18:17,许嵩说得对！
茗烛白,369065234,海南,8327,2025-07-02 13:45:52,\海瑟音大人/\海瑟音大人/\海瑟音大人/\海瑟音大人/\海瑟音大人/\海瑟音大人/
咸中带鲜卡芙卡,81517137,江苏,8286,2025-06-30 23:53:01,仔细看看，胸腔好像还真是透明的，能看见肋骨，可惜胳膊挡住了
女人女人,340975988,湖南,8277,2025-06-29 23:19:33,和梦见月瑞希是一个cv
MAXHANG,369206688,江苏,8263,2025-06-28 08:40:33,make dot great again！
饮月手里的球球,415752969,广东,8259,2025-06-27 18:24:25,黄泉有福了
$$$$,74909901,辽宁,8245,2025-06-26 15:34:33,为啥和我看的立绘不一样啊
清梦溪竹,293905863,河南,8240,2025-06-25 21:05:59,第一眼李素裳，第二眼灵砂，第三眼阮梅，第四眼镜流，第五眼……
膏之沃者其光晔,283557999,四川,8237,2025-06-25 15:26:59,
洛遥w,325953797,安徽,8229,2025-06-25 11:28:33,好唉！卡芙卡的队终于有福啦
你是七叶子,328441562,山东,8227,2025-06-25 09:42:00,加强海瑟音！加强海瑟音！加大海瑟音！
小心心原包,327709534,辽宁,8219,2025-06-24 20:10:42,留给人类的姿势不多了
凝落星河,362044922,,8215,2025-06-24 14:26:17,
北海顾芒,280057566,河南,8213,2025-06-24 10:01:04,不是，姐们儿，你确定你不是仙舟偷渡过来的么
参宿祎,447565451,河北,8208,2025-06-23 19:45:17,不是，物理虚无是人干的？
補鱼,335429868,江苏,8195,2025-06-23 11:41:10,为什么黑丝是破的
暗龙噬,310564162,山西,8192,2025-06-23 11:26:36,丝袜膝盖下面画错了？怎么缺了一块
慕卿卿卿卿卿,261381287,河南,8176,2025-06-23 07:46:45,
夕離,311960256,湖北,8174,2025-06-23 06:03:47,我列个灰色小鱼苗
wxhcwn,361727933,广东,8132,2025-06-22 12:44:48,
幽夜yz,374501792,河南,8118,2025-06-22 07:19:40,原本不等着抽海瑟音的，但谁让日配和赤音同一个，真是的
下次一定不抽卡,272750585,广西,8106,2025-06-21 23:27:55,
花火火阮梅梅,323204407,重庆,8085,2025-06-21 17:03:52,老婆爱你
喜爱的郭,382852032,浙江,8084,2025-06-21 16:45:27,很多人不敢说，海瑟音和卡芙卡也是一种“海卡”（不打标签没事吧）
南祉,331968071,云南,8081,2025-06-21 16:09:12,
勺coco,371570504,浙江,8080,2025-06-21 16:04:32,第一眼好美 第二眼评好角
合朝,377530965,天津,8075,2025-06-21 15:43:55,黑长直。。。。。我的黑长直呢
我素绾绾呀,442468778,河南,8067,2025-06-21 13:46:07,动作指导灵砂
迷路的盐酸,303133108,广东,8059,2025-06-21 12:14:04,
梅比乌斯第一可爱,408194624,四川,8054,2025-06-21 08:52:15,额…只有我一个人觉得她像蕾耶拉吗
唯有Ly,371388625,,8032,2025-06-20 21:42:34,四星呢
蓝莓蛋糕真君,409702935,湖南,8028,2025-06-20 21:15:27,看这配色，我一开始以为是量子
浪得此名,397186320,浙江,8023,2025-06-20 20:56:04,怎么有种赛琳娜的味道？
他的骨骼说他还是爱你,427876606,四川,8021,2025-06-20 20:38:06,三元素怎么看都是老朋友
清云已长草,363661151,广西,8011,2025-06-20 19:13:05,长的裳里灵气的。。？
篠原を惜,11478308,上海,8008,2025-06-20 18:55:18,我的错觉吗，和李素裳这皮肤也太像了吧
鱼碗碗,383422178,河南,7999,2025-06-20 18:17:33,妈呀，好beautiful呀！
余心末音,279479243,浙江,7989,2025-06-20 17:20:04,没卡妈和老鹅，你们还抽她吗
阿刃你是一只小猫,321893313,广东,7987,2025-06-20 17:13:22,灰色的小鱼苗
焦璐,367204579,上海,7959,2025-06-20 11:02:44,请问她是不是也要牺牲？
终于想好起什么名字了,82610835,海南,7950,2025-06-20 10:12:02,拼好人？
珐菈,423858387,河北,7948,2025-06-20 10:06:26,素裳：希儿？衣服拿来吧你！白露？背景拿来吧你！还有灵砂，你的姿势我征用了！从今天起，我就是海瑟音！！！
允江沐,430095413,河北,7931,2025-06-20 03:54:41,所以，老米彻底开启拼拼拼的时代了？！！！
